step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
80,1786708748.4431,1786708748.4476,0.03332,31.7363,-12.9670,9.4066,94.2418,5.7582,2.4471,32.5884,-12.5216,8.1715,90.2753,7.5999,2.1551,32.5884,-12.5216,8.1715,90.2753,7.5999,2.1551,300,100,-200,-250,650,0,0
81,1786708748.4764,1786708748.4807,0.03333,31.7363,-12.3516,8.9670,93.0989,6.2857,2.4471,32.8956,-11.8655,8.4263,88.4587,7.1051,2.1931,32.8956,-11.8655,8.4263,88.4587,7.1051,2.1931,0,250,-250,-350,150,0,0
82,1786708748.5098,1786708748.5141,0.03342,31.5604,-12.1758,9.1429,91.6044,6.3736,2.4471,33.2431,-12.0063,10.9041,85.5754,5.9923,2.1756,33.2431,-12.0063,10.9041,85.5754,5.9923,2.1756,-50,50,50,-400,0,0,0
83,1786708748.5432,1786708748.5475,0.03338,31.7363,-12.0000,9.2308,90.8132,6.5495,2.4471,33.1439,-11.6453,10.5859,85.1747,6.2251,2.2207,33.1439,-11.6453,10.5859,85.1747,6.2251,2.2207,100,50,0,-250,0,0,0
84,1786708748.5766,1786708748.5808,0.03338,32.2637,-12.0000,9.5824,88.4396,6.1978,2.4471,34.0414,-9.7847,11.3574,85.1581,5.4364,2.3156,34.0414,-9.7847,11.3574,85.1581,5.4364,2.3156,150,0,50,-700,-150,0,0
85,1786708748.61,1786708748.6156,0.03342,32.8791,-11.7363,10.5495,87.1209,6.1978,2.4471,33.5517,-9.7070,11.6252,82.4854,5.4004,2.2283,33.5517,-9.7070,11.6252,82.4854,5.4004,2.2283,300,100,300,-450,0,0,0
86,1786708748.6434,1786708748.6487,0.03338,33.2308,-10.7692,11.1648,86.7692,5.9341,2.4471,32.3204,-8.5530,10.5288,80.6826,5.2452,2.1550,32.3204,-8.5530,10.5288,80.6826,5.2452,2.1550,150,400,200,-200,-50,0,0
87,1786708748.6768,1786708748.6823,0.03345,33.1429,-9.8901,11.5165,85.4505,5.7582,2.4471,32.1366,-8.8952,10.7972,78.5953,6.6214,2.3478,32.1366,-8.8952,10.7972,78.5953,6.6214,2.3478,0,350,100,-400,-100,0,0
88,1786708748.7102,1786708748.715,0.03335,32.9670,-9.0110,11.5165,83.6044,5.6703,2.4471,31.7798,-7.1000,9.4949,78.2258,7.5212,3.9907,31.7798,-7.1000,9.4949,78.2258,7.5212,3.9907,-50,300,0,-650,0,0,0
89,1786708748.7435,1786708748.7478,0.03337,32.6154,-8.7473,11.5165,81.4945,5.9341,2.4471,32.0022,-6.5042,10.4216,78.6025,7.2997,6.7273,32.0022,-6.5042,10.4216,78.6025,7.2997,6.7273,-100,100,0,-650,0,0,0
90,1786708748.7769,1786708748.7812,0.0334,32.3516,-8.1319,11.4286,80.4396,6.6374,2.7116,32.1590,-6.4215,11.6164,79.3375,6.8571,11.4020,32.1590,-6.4215,11.6164,79.3375,6.8571,11.4020,-150,100,0,-350,250,250,0
91,1786708748.8104,1786708748.8154,0.03343,32.0879,-7.1648,11.2527,79.6484,6.7253,4.1667,31.5331,-4.9440,11.1763,79.8320,5.6918,15.5952,31.5331,-4.9440,11.1763,79.8320,5.6918,14.4974,-100,350,-50,-350,0,500,0
92,1786708748.8437,1786708748.8484,0.03334,32.0879,-6.5495,11.8681,79.9121,6.7253,6.1508,31.9581,-4.8781,12.6483,79.0562,6.2008,19.4439,31.9581,-4.8781,12.6483,79.0562,6.2008,16.4815,0,150,250,150,0,850,0
93,1786708748.8772,1786708748.8817,0.03345,32.1758,-5.6703,12.0440,80.1758,6.4615,8.8624,31.9952,-5.4340,12.3181,79.3563,6.9806,22.8109,31.9952,-5.4340,12.3181,79.3563,6.9806,19.2593,50,350,100,150,0,1300,0
