step,t_obs,t_cmd,dt,pos_base,pos_shoulder,pos_elbow,pos_wrist,pos_roll,pos_gripper,cmd_base,cmd_shoulder,cmd_elbow,cmd_wrist,cmd_roll,cmd_gripper,sent_base,sent_shoulder,sent_elbow,sent_wrist,sent_roll,sent_gripper,velraw_base,velraw_shoulder,velraw_elbow,velraw_wrist,velraw_roll,velraw_gripper,chunk_start
85,1787660254.7506,1787660254.7646,0.05648,-0.671884,0.733243,1.670505,0.360485,-0.518486,0.665748,-0.671536,0.741737,1.643829,0.359355,-0.528104,0.664072,-0.671500,0.741700,1.643800,0.359400,-0.528100,0.664100,,,,,,,0
86,1787660254.7898,1787660254.8046,0.03919,-0.670350,0.740913,1.662835,0.358952,-0.526155,0.665748,-0.668159,0.744873,1.651187,0.362935,-0.547617,0.586504,-0.668200,0.744900,1.651200,0.362900,-0.547600,0.586500,,,,,,,0
87,1787660254.8487,1787660254.8625,0.05885,-0.670350,0.743981,1.652097,0.358952,-0.529223,0.665748,-0.661112,0.737107,1.669811,0.360768,-0.551816,0.480631,-0.661100,0.737100,1.669800,0.360800,-0.551800,0.480600,,,,,,,1
88,1787660254.9039,1787660254.9174,0.05528,-0.670350,0.748583,1.650563,0.358952,-0.529223,0.613592,-0.667636,0.732300,1.676425,0.368104,-0.549778,0.344491,-0.667600,0.732300,1.676400,0.368100,-0.549800,0.344500,,,,,,,1
89,1787660254.9433,1787660254.9575,0.03936,-0.670350,0.748583,1.650563,0.358952,-0.538427,0.559903,-0.661853,0.730464,1.673497,0.365265,-0.542565,0.260094,-0.661900,0.730500,1.673500,0.365300,-0.542600,0.260100,,,,,,,0
90,1787660255.0019,1787660255.0164,0.05858,-0.668816,0.748583,1.655165,0.352816,-0.546097,0.438719,-0.663004,0.730063,1.679072,0.360093,-0.547046,0.146924,-0.663000,0.730100,1.679100,0.360100,-0.547000,0.146900,,,,,,,1
91,1787660255.0682,1787660255.0824,0.06627,-0.668816,0.748583,1.662835,0.355884,-0.544563,0.266913,-0.658329,0.725031,1.683577,0.364856,-0.543332,0.096862,-0.658300,0.725000,1.683600,0.364900,-0.543300,0.096900,,,,,,,1
92,1787660255.1073,1787660255.1206,0.03919,-0.668816,0.748583,1.662835,0.355884,-0.544563,0.260777,-0.655842,0.720957,1.686244,0.362830,-0.556700,0.044827,-0.655800,0.721000,1.686200,0.362800,-0.556700,0.044800,,,,,,,0
93,1787660255.1649,1787660255.1796,0.05759,-0.668816,0.747049,1.664369,0.355884,-0.544563,0.220893,-0.661787,0.713664,1.691927,0.365409,-0.563387,-0.006170,-0.661800,0.713700,1.691900,0.365400,-0.563400,-0.006200,,,,,,,0
94,1787660255.2315,1787660255.2454,0.06653,-0.667282,0.743981,1.667437,0.355884,-0.544563,0.220893,-0.670765,0.710859,1.699229,0.360630,-0.556198,-0.026011,-0.670800,0.710900,1.699200,0.360600,-0.556200,-0.026000,,,,,,,0
