step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
32,1787056928.9106,1787056928.9154,0.0334,40.6154,-25.8022,29.3626,82.8132,-30.1099,1.5212,41.8090,-10.1877,14.4404,79.5552,-8.6698,1.3553,41.8090,-15.4505,19.0110,79.5552,-19.7582,1.3553,250,1000,-800,-300,950,0,0
33,1787056928.944,1787056928.949,0.03338,41.4066,-22.6374,26.9890,82.0220,-27.2967,1.5212,42.0003,-9.3963,15.7253,77.9707,-8.5956,1.3633,42.0003,-12.1978,16.6374,77.9707,-16.9451,1.3633,250,1100,-800,-300,950,0,0
34,1787056928.9773,1787056928.9821,0.03338,41.5824,-19.4725,24.6154,81.0549,-24.6593,1.5212,41.6943,-8.9287,15.4574,77.9704,-8.2968,1.4278,41.6943,-9.0330,15.4574,77.9704,-14.2198,1.4278,50,1100,-850,-350,900,0,0
35,1787056929.0107,1787056929.0157,0.03341,41.5824,-16.3956,22.3297,79.8242,-21.8462,1.5212,42.2076,-8.6923,16.2907,77.4779,-10.3313,1.9277,42.2076,-8.6923,16.2907,77.4779,-11.4066,1.9277,0,1000,-750,-450,900,0,0
36,1787056929.0441,1787056929.049,0.03336,41.4066,-13.2308,20.3077,78.9451,-19.1209,1.5212,42.1444,-8.2026,16.6893,75.2834,-10.7777,1.9920,42.1444,-8.2026,16.6893,75.2834,-10.7777,1.9920,-100,1100,-800,-300,950,0,0
37,1787056929.0775,1787056929.082,0.03338,41.4945,-10.7692,19.4286,78.2418,-16.3956,1.5873,42.1286,-8.0294,17.2920,74.2652,-10.9937,2.3783,42.1286,-8.0294,17.2920,74.2652,-10.9937,2.3783,0,750,-400,-200,950,50,0
38,1787056929.1109,1787056929.1154,0.03341,41.6703,-9.1868,19.4286,77.6264,-14.1978,1.7857,41.8268,-7.5630,18.4573,73.2008,-11.4050,3.1654,41.8268,-7.5630,18.4573,73.2008,-11.4050,3.1654,50,550,0,-200,700,50,0
39,1787056929.1443,1787056929.1487,0.03339,42.0220,-8.2198,19.4286,75.9560,-13.2308,1.9841,41.8662,-8.0943,20.5387,70.5457,-12.1660,4.0979,41.8662,-8.0943,20.5387,70.5457,-12.1660,4.0979,150,300,0,-500,400,100,0
40,1787056929.1777,1787056929.1821,0.03338,42.1099,-7.6923,19.4286,74.8132,-12.8791,2.4471,41.8096,-8.6932,21.4864,69.2237,-12.6399,4.9596,41.8096,-8.6932,21.4864,69.2237,-12.6399,4.9596,50,150,0,-400,150,200,0
41,1787056929.2111,1787056929.2154,0.03342,42.0220,-7.6923,20.1319,73.6703,-12.8791,3.1085,41.5628,-8.5233,23.6230,67.9244,-13.1690,5.9947,41.5628,-8.5233,23.6230,67.9244,-13.1690,5.9947,0,50,250,-450,0,300,0
42,1787056929.2444,1787056929.2487,0.03335,41.8462,-7.6923,21.1868,71.7363,-12.8791,3.6376,41.0862,-9.4126,23.8096,65.6285,-13.5721,6.4328,41.0862,-9.4126,23.8096,65.6285,-13.5721,6.4328,-50,0,350,-650,0,250,0
43,1787056929.2778,1787056929.2821,0.0334,41.7582,-7.6044,22.2418,70.1538,-12.8791,4.5635,41.2026,-8.5841,24.6583,64.4214,-14.4921,7.2868,41.2026,-8.5841,24.6583,64.4214,-14.4921,7.2868,-50,50,400,-550,0,450,0
44,1787056929.3112,1787056929.3156,0.03341,41.7582,-7.6044,23.5604,68.7473,-13.0549,5.2910,41.1738,-9.6574,25.2338,63.0570,-15.0464,7.7930,41.1738,-9.6574,25.2338,63.0570,-15.0464,7.7930,0,0,400,-500,-100,300,0
45,1787056929.3446,1787056929.349,0.03335,41.7582,-7.6044,24.4396,66.9011,-13.6703,6.0185,40.7970,-9.9502,26.4994,62.4350,-15.6317,8.6527,40.7970,-9.9502,26.4994,62.4350,-15.6317,8.6527,0,0,300,-600,-150,300,0
46,1787056929.378,1787056929.3826,0.0334,41.7582,-7.6044,25.3187,65.4066,-14.1978,6.6799,40.2888,-9.7571,27.3078,62.5466,-16.2448,9.5727,40.2888,-9.7571,27.3078,62.5466,-16.2448,9.5727,0,0,300,-500,-200,350,0
47,1787056929.4115,1787056929.4168,0.03348,41.4945,-7.6044,26.1099,64.1758,-14.7253,7.4074,40.3191,-10.4981,28.5298,61.3995,-16.3727,10.9882,40.3191,-10.4981,28.5298,61.3995,-16.3727,10.9882,-100,0,250,-400,-150,350,0
